ID	NAME	CLONE_ID	5ACC	3ACC	GB_LIST
1321	 ESTs, Highly  similar to CARBONIC ANHYDRASE I [Oryctolagus cuniculus] Chr.17 [138338, (I), 5':R68128, 3':R68087]	IMAGE:138338	R68128	R68087	R68128,R68087
1322	 Human protein tyrosine phosphatase PTPCAAX1 (hPTPCAAX1) mRNA, complete cds Chr.6 [138345, (IW), 5':R68137, 3':R68095]	IMAGE:138345	R68137	R68095	R68137,R68095
1323	  Chr. [138408, (I), 5':, 3':R68259]	IMAGE:138408		R68259	R68259
1324	 Human chromosome 18 Mad homolog JV18-1 mRNA, complete cds Chr.18 [138604, (IEW), 5':R63403, 3':R63357]	IMAGE:138604	R63403	R63357	R63403,R63357
1325	PRLR Prolactin receptor Chr.5 [138788, (IRW), 5':R63646, 3':R63647]	IMAGE:138788	R63646	R63647	R63646,R63647
1326	ESTsSID  138793,  [5':R62701, 3':R63662]	IMAGE:138793	R62701	R63662	R62701,R63662
1327	 Human L-myc protein gene, complete cds Chr.1 [138917, (DIRW), 5':R62862, 3':R62813]	IMAGE:138917	R62862	R62813	R62862,R62813
1328	SID W 139073, Interleukin 2 receptor beta chain [5':R62939, 3':R62940]	IMAGE:139073	R62939	R62940	R62939,R62940
1329	 Human hSIAH1 mRNA, complete cds Chr.16 [138998, (IW), 5':R62648, 3':R62600]	IMAGE:138998	R62648	R62600	R62648,R62600
1330	SID W 139024, Human mitogen-responsive phosphoprotein (DOC-2) mRNA, complete cds [5':R62906, 3':R62907]	IMAGE:139024	R62906	R62907	R62906,R62907
1331	SID W 139081, Leptin (murine obesity homolog) [5':R63003, 3':R62951]	IMAGE:139081	R63003	R62951	R63003,R62951
1332	 ESTs Chr.11 [138955, (IW), 5':R62578, 3':R62579]	IMAGE:138955	R62578	R62579	R62578,R62579
1333	 EST Chr.12 [139251, (I), 5':R68744, 3':R68689]	IMAGE:139251	R68744	R68689	R68744,R68689
1334	SID  139232, ESTs [5':R68723, 3':R68671]	IMAGE:139232	R68723	R68671	R68723,R68671
1335	SID  139412,  [5':R65679, 3':R65680]	IMAGE:139412	R65679	R65680	R65679,R65680
1336	SID W 139610, Human carboxypeptidase D mRNA, complete cds [5':R64208, 3':R64113]	IMAGE:139610	R64208	R64113	R64208,R64113
1337	  Chr. [139461, (I), 5':R65711, 3':R65712]	IMAGE:139461	R65711	R65712	R65711,R65712
1338	 Homo sapiens actin-related protein Arp2 (ARP2) mRNA, complete cds Chr.2 [139541, (IEW), 5':R62230, 3':R64606]	IMAGE:139541	R62230	R64606	R62230,R64606
1339	 ESTs Chr.2 [139645, (I), 5':R64233, 3':R64132]	IMAGE:139645	R64233	R64132	R64233,R64132
1340	 ESTs Chr.11 [139535, (IW), 5':R62332, 3':R62333]	IMAGE:139535	R62332	R62333	R62332,R62333
1341	EIF2B Eukaryotic translation initiation factor 2B epsilon Chr.3 [139855, (IW), 5':R64246, 3':R64142]	IMAGE:139855	R64246	R64142	R64246,R64142
1342	SLC6A2 Solute carrier family 6 (neurotransmitter transporter, noradrenalin), member 2 Chr.16 [139840, (IRW), 5':R62383, 3':R62384]	IMAGE:139840	R62383	R62384	R62383,R62384
1343	SID  139950,  [5':R64042, 3':R63944]	IMAGE:139950	R64042	R63944	R64042,R63944
1344	 Homo sapiens mRNA for neuronatin alpha, complete cds Chr.20 [139681, (RW), 5':R64004, 3':R63918]	IMAGE:139681	R64004	R63918	R64004,R63918
1345	 ESTs Chr.6 [139711, (I), 5':R64022, 3':R63931]	IMAGE:139711	R64022	R63931	R64022,R63931
1346	 EST Chr.5 [139925, (I), 5':R64290, 3':R64174]	IMAGE:139925	R64290	R64174	R64290,R64174
1347	SID  139695, EST [5':R64011, 3':R63923]	IMAGE:139695	R64011	R63923	R64011,R63923
1348	SID W 139796, ESTs [5':R62361, 3':R62362]	IMAGE:139796	R62361	R62362	R62361,R62362
1349	 ESTs Chr.2 [140018, (I), 5':R64078, 3':R63971]	IMAGE:140018	R64078	R63971	R64078,R63971
1350	 Human histone 2A-like protein (H2A/l) mRNA, complete cds Chr.6 [140283, (EW), 5':R66813, 3':R67912]	IMAGE:140283	R66813	R67912	R66813,R67912
1351	 GRANULOCYTE-MACROPHAGE COLONY-STIMULATING FACTOR RECEPTOR ALPHA CHAIN PRECURSOR Chr.1 [140352, (IW), 5':R65621, 3':R67003]	IMAGE:140352	R65621	R67003	R65621,R67003
1352	SID W 140358, Human chromosome 15 Mad homolog Smad6 mRNA, complete cds [5':R65624, 3':R67006]	IMAGE:140358	R65624	R67006	R65624,R67006
1353	 ESTs Chr.19 [140107, (IW), 5':R65992, 3':R65993]	IMAGE:140107	R65992	R65993	R65992,R65993
1354	 ESTs Chr.13 [140061, (IW), 5':R65966, 3':R65967]	IMAGE:140061	R65966	R65967	R65966,R65967
1355	SID W 140689, VITAMIN K-DEPENDENT GAMMA-CARBOXYLASE [5':R66885, 3':R67970]	IMAGE:140689	R66885	R67970	R66885,R67970
1356	SID W 140771, Zinc finger protein, X-linked [5':R66196, 3':R67075]	IMAGE:140771	R66196	R67075	R66196,R67075
1357	SID  140684, ESTs [5':R66969, 3':R66970]	IMAGE:140684	R66969	R66970	R66969,R66970
1358	 ESTs Chr.22 [140791, (IW), 5':R66209, 3':R67087]	IMAGE:140791	R66209	R67087	R66209,R67087
1359	 ESTs Chr.15 [140677, (EW), 5':R66877, 3':R67964]	IMAGE:140677	R66877	R67964	R66877,R67964
1360	 ESTs Chr.12 [140584, (I), 5':R67858, 3':R67859]	IMAGE:140584	R67858	R67859	R67858,R67859
1361	 ESTs Chr.6 [141104, (I), 5':R66218, 3':R67567]	IMAGE:141104	R66218	R67567	R66218,R67567
1362	 ESTs, Weakly similar to LL5 protein [R.norvegicus] Chr.3 [141131, (IW), 5':R66239, 3':R67584]	IMAGE:141131	R66239	R67584	R66239,R67584
1363	 ESTs Chr.2 [141161, (I), 5':R66346, 3':R66347]	IMAGE:141161	R66346	R66347	R66346,R66347
1364	SID W 140827, Human homozygous deletion target in pancreatic carcinoma (DPC4) mRNA, complete cds [5':R67214, 3':R67215]	IMAGE:140827	R67214	R67215	R67214,R67215
1365	 ESTs Chr. [141115, (IR), 5':R66325, 3':R66326]	IMAGE:141115	R66325	R66326	R66325,R66326
1366	 Human brain secretory protein hSec10p (HSEC10) mRNA, complete cds Chr.14 [140864, (IW), 5':R67124, 3':R66391]	IMAGE:140864	R67124	R66391	R67124,R66391
1367	 ESTs Chr.9 [140980, (IEW), 5':R66513, 3':R67347]	IMAGE:140980	R66513	R67347	R66513,R67347
1368	 ESTs Chr.7 [141113, (IW), 5':R66323, 3':R66324]	IMAGE:141113	R66323	R66324	R66323,R66324
1369	SID W 141535, ESTs [5':R72993, 3':R73603]	IMAGE:141535	R72993	R73603	R72993,R73603
1370	  Chr. [141275, (I), 5':R66684, 3':R67402]	IMAGE:141275	R66684	R67402	R66684,R67402
1371	SID W 141408, ESTs [5':R68857, 3':R68763]	IMAGE:141408	R68857	R68763	R68857,R68763
1372	  Chr. [141338, (I), 5':R64434, 3':R63824]	IMAGE:141338	R64434	R63824	R64434,R63824
1373	 ESTs Chr.2 [141483, (IW), 5':R72963, 3':R73580]	IMAGE:141483	R72963	R73580	R72963,R73580
1374	SID W 141549, ESTs [5':R73095, 3':R73096]	IMAGE:141549	R73095	R73096	R73095,R73096
1375	SID W 141241, ESTs [5':R66668, 3':R67388]	IMAGE:141241	R66668	R67388	R66668,R67388
1376	 Human P2U nucleotide receptor mRNA, complete cds Chr.11 [141852, (RW), 5':R70597, 3':R70505]	IMAGE:141852	R70597	R70505	R70597,R70505
1377	SID W 141953, CD36 antigen (collagen type I receptor, thrombospondin receptor) [5':R67556, 3':R67557]	IMAGE:141953	R67556	R67557	R67556,R67557
1378	 ESTs Chr.7 [141784, (IW), 5':R70661, 3':R70662]	IMAGE:141784	R70661	R70662	R70661,R70662
1379	SID W 141935, ESTs [5':R67547, 3':R67548]	IMAGE:141935	R67547	R67548	R67547,R67548
1380	 ESTs Chr.13 [141860, (I), 5':R70700, 3':R70701]	IMAGE:141860	R70700	R70701	R70700,R70701
1381	 ESTs Chr.2 [141788, (IW), 5':R70665, 3':R70666]	IMAGE:141788	R70665	R70666	R70665,R70666
1382	Pregnancy specific beta-1 glycoprotein 5SID  142119,  [5':R69149, 3':]	IMAGE:142119	R69149		R69149
1383	SID W 142095, ESTs [5':R69134, 3':R69252]	IMAGE:142095	R69134	R69252	R69134,R69252
1384	ESTsSID  142121,  [5':R69361, 3':]	IMAGE:142121	R69361		R69361
1385	 ESTs, Moderately similar to !!!! ALU SUBFAMILY SQ WARNING ENTRY !!!! [H.sapiens] Chr.5 [142114, (IEW), 5':R69140, 3':R69257]	IMAGE:142114	R69140	R69257	R69140,R69257
1386	 ESTs Chr.1 [142298, (E), 5':, 3':R70532]	IMAGE:142298		R70532	R70532
1387	SON DNA binding protein  Chr. [142559, (IE), 5':R70876, 3':R70877]	IMAGE:142559	R70876	R70877	R70876,R70877
1388	SID  142691, ESTs, Weakly similar to PRE-MRNA SPLICING HELICASE BRR2 [S.cerevisiae] [5':R71000, 3':R70949]	IMAGE:142691	R71000	R70949	R71000,R70949
1389	 Homo sapiens KB07 protein mRNA, partial cds Chr.6 [142427, (I), 5':R69951, 3':R69895]	IMAGE:142427	R69951	R69895	R69951,R69895
1390	 ESTs Chr.1 [142623, (IW), 5':R70865, 3':R70807]	IMAGE:142623	R70865	R70807	R70865,R70807
1391	 ESTs Chr.9 [142540, (I), 5':, 3':R70760]	IMAGE:142540		R70760	R70760
1392	 ESTs, Weakly similar to !!!! ALU SUBFAMILY J WARNING ENTRY !!!! [H.sapiens] Chr.4 [142654, (I), 5':R71021, 3':R71022]	IMAGE:142654	R71021	R71022	R71021,R71022
1393	SID W 142383, ESTs [5':R69925, 3':R69877]	IMAGE:142383	R69925	R69877	R69925,R69877
1394	 EST Chr.2 [142626, (I), 5':R70902, 3':R70903]	IMAGE:142626	R70902	R70903	R70902,R70903
1395	SID  142408,  [5':R69981, 3':R69982]	IMAGE:142408	R69981	R69982	R69981,R69982
1396	SID  142827, ESTs, Weakly similar to HYPOTHETICAL 75.7 KD PROTEIN T10F2.3 IN CHROMOSOME III [C.elegans] [5':R71516, 3':R71468]	IMAGE:142827	R71516	R71468	R71516,R71468
1397	BMP1 Bone morphogenetic protein 1 Chr.8 [143014, (I), 5':R71211, 3':R71212]	IMAGE:143014	R71211	R71212	R71211,R71212
1398	 ESTs Chr.7 [142836, (IW), 5':R71513, 3':R71466]	IMAGE:142836	R71513	R71466	R71513,R71466
1399	SID  142767, ESTs [5':R71433, 3':R71088]	IMAGE:142767	R71433	R71088	R71433,R71088
1400	SID  143052, ESTs [5':R71285, 3':R71233]	IMAGE:143052	R71285	R71233	R71285,R71233
1401	SID W 142890, ESTs [5':R71595, 3':R71596]	IMAGE:142890	R71595	R71596	R71595,R71596
1402	 ESTs Chr.12 [143059, (IW), 5':R71338, 3':R71339]	IMAGE:143059	R71338	R71339	R71338,R71339
1403	SID W 142962, ESTs [5':R71176, 3':R71177]	IMAGE:142962	R71176	R71177	R71176,R71177
1404	 ESTs Chr.2 [142824, (IW), 5':R71508, 3':R71462]	IMAGE:142824	R71508	R71462	R71508,R71462
1405	 ESTs Chr.3 [143090, (IW), 5':R71307, 3':R71254]	IMAGE:143090	R71307	R71254	R71307,R71254
1406	HSD3B1 Hydroxy-delta-5-steroid dehydrogenase, 3 beta- and steroid delta-isomerase 1 Chr.1 [143316, (EW), 5':R74258, 3':R74174]	IMAGE:143316	R74258	R74174	R74258,R74174
1407	SID  143485,  [5':R74609, 3':R74496]	IMAGE:143485	R74609	R74496	R74609,R74496
1408	  Chr. [143317, (I), 5':R74265, 3':R74180]	IMAGE:143317	R74265	R74180	R74265,R74180
1409	 ESTs Chr.7 [143401, (IW), 5':R74558, 3':R74459]	IMAGE:143401	R74558	R74459	R74558,R74459
1410	 ESTs Chr.10 [143115, (IR), 5':R73727, 3':R73647]	IMAGE:143115	R73727	R73647	R73727,R73647
1411	 ESTs Chr.1 [143289, (IW), 5':R74005, 3':R73910]	IMAGE:143289	R74005	R73910	R74005,R73910
1412	SID W 143751, LYMPHOCYTE-SPECIFIC PROTEIN LSP1 [5':R76374, 3':R76698]	IMAGE:143751	R76374	R76698	R76374,R76698
1413	SID W 143529, ESTs [5':R75740, 3':R75637]	IMAGE:143529	R75740	R75637	R75740,R75637
1414	 ESTs Chr.5 [143724, (IW), 5':R76349, 3':R76676]	IMAGE:143724	R76349	R76676	R76349,R76676
1415	 ESTs Chr.1 [143609, (IW), 5':R76582, 3':R76583]	IMAGE:143609	R76582	R76583	R76582,R76583
1416	SID W 143728, ESTs [5':R76479, 3':R76480]	IMAGE:143728	R76479	R76480	R76479,R76480
1417	SID  143580, ESTs [5':R75764, 3':R75654]	IMAGE:143580	R75764	R75654	R75764,R75654
1418	SID  143959, ESTs [5':R76776, 3':R76463]	IMAGE:143959	R76776	R76463	R76776,R76463
1419	 Homo sapiens clone 24775 mRNA sequence Chr.13 [144018, (IEW), 5':R77110, 3':R77111]	IMAGE:144018	R77110	R77111	R77110,R77111
1420	  Chr. [143985, (I), 5':R77051, 3':R76888]	IMAGE:143985	R77051	R76888	R77051,R76888
1421	 ESTs Chr.11 [143919, (IRW), 5':R76749, 3':R76408]	IMAGE:143919	R76749	R76408	R76749,R76408
1422	SID W 144944, PROBABLE G PROTEIN-COUPLED RECEPTOR LCR1 HOMOLOG [5':R78657, 3':R78620]	IMAGE:144944	R78657	R78620	R78657,R78620
1423	 Human TB1 gene mRNA, 3' end Chr.5 [144974, (IW), 5':R78671, 3':R78631]	IMAGE:144974	R78671	R78631	R78671,R78631
1424	  Chr. [144912, (R), 5':R78507, 3':R78554]	IMAGE:144912	R78507	R78554	R78507,R78554
1425	SID W 144693, TRANSFORMING GROWTH FACTOR BETA 1 PRECURSOR [5':R76211, 3':R76212]	IMAGE:144693	R76211	R76212	R76211,R76212
1426	ESTs, Weakly similar to KIAA0319 [H.sapiens]SID  144879,  [5':R78491, 3':]	IMAGE:144879	R78491		R78491
1427	ESTsSID  144800,  [5':R76270, 3':]	IMAGE:144800	R76270		R76270
1428	 ESTs Chr.6 [144805, (EW), 5':R76279, 3':R76556]	IMAGE:144805	R76279	R76556	R76279,R76556
1429	SOD2 Superoxide dismutase 2, mitochondrial Chr.6 [144758, (EW), 5':R76245, 3':R76527]	IMAGE:144758	R76245	R76527	R76245,R76527
1430	SID W 144883, ESTs [5':R78587, 3':R78588]	IMAGE:144883	R78587	R78588	R78587,R78588
1431	 ESTs Chr.16 [144789, (E), 5':R77235, 3':R77236]	IMAGE:144789	R77235	R77236	R77235,R77236
1432	MCL1 Myeloid cell leukemia sequence 1 (BCL2-related) Chr.1 [145093, (DEW), 5':R77346, 3':R77289]	IMAGE:145093	R77346	R77289	R77346,R77289
1433	COL4A1 Collagen, type IV, alpha 1 Chr.13 [145292, (EW), 5':R78225, 3':R78226]	IMAGE:145292	R78225	R78226	R78225,R78226
1434	SID W 145409, LOW AFFINITY IMMUNOGLOBULIN GAMMA FC RECEPTOR II C PRECURSOR [5':R78402, 3':R78403]	IMAGE:145409	R78402	R78403	R78402,R78403
1435	SID  145363, EST [5':R78375, 3':R78376]	IMAGE:145363	R78375	R78376	R78375,R78376
1436	SID W 145342, ESTs [5':R78359, 3':R78360]	IMAGE:145342	R78359	R78360	R78359,R78360
1437	SID W 145709, ESTs [5':R78307, 3':R77937]	IMAGE:145709	R78307	R77937	R78307,R77937
1438	 Human CDK inhibitor p19INK4d mRNA, complete cds Chr.19 [145503, (R), 5':, 3':R77517]	IMAGE:145503		R77517	R77517
1439	SID  145628,  [5':R78250, 3':R78251]	IMAGE:145628	R78250	R78251	R78250,R78251
1440	SID  145584, ESTs [5':R78086, 3':R77743]	IMAGE:145584	R78086	R77743	R78086,R77743
1441	 ESTs Chr.14 [145733, (I), 5':R78323, 3':R77952]	IMAGE:145733	R78323	R77952	R78323,R77952
1442	SID  145466, EST [5':, 3':R77493]	IMAGE:145466		R77493	R77493
1443	 Human Fc-epsilon-receptor gamma-chain mRNA, complete cds Chr.1 [145932, (IW), 5':R79271, 3':R79170]	IMAGE:145932	R79271	R79170	R79271,R79170
1444	SID W 145965, Tight junction protein 1 (zona occludens 1) [5':R79559, 3':R79560]	IMAGE:145965	R79559	R79560	R79559,R79560
1445	 ESTs Chr.6 [146148, (I), 5':R78785, 3':R79087]	IMAGE:146148	R78785	R79087	R78785,R79087
1446	  Chr. [146054, (I), 5':R79906, 3':R79807]	IMAGE:146054	R79906	R79807	R79906,R79807
1447	SID  146000, ESTs [5':R79873, 3':R79780]	IMAGE:146000	R79873	R79780	R79873,R79780
1448	 EST, Weakly similar to putative p150 [H.sapiens] Chr.19 [146204, (I), 5':R79412, 3':R79413]	IMAGE:146204	R79412	R79413	R79412,R79413
1449	SID  146307, ESTs [5':R79488, 3':R79221]	IMAGE:146307	R79488	R79221	R79488,R79221
1450	SID  146311, Matrix metalloproteinase 2 (gelatinase A, 72kD gelatinase, 72kD type IV collagenase) [5':R79490, 3':R79223]	IMAGE:146311	R79490	R79223	R79490,R79223
1451	 ESTs, Highly  similar to HYPOTHETICAL 64.5 KD PROTEIN ZK652.9 IN CHROMOSOME III [Caenorhabditis  Chr.17 [146437, (IEW), 5':R79667, 3':R79856]	IMAGE:146437	R79667	R79856	R79667,R79856
1452	 ESTs Chr.6 [146348, (I), 5':R79602, 3':R79603]	IMAGE:146348	R79602	R79603	R79602,R79603
1453	 ESTs Chr.14 [146360, (I), 5':R79514, 3':R79243]	IMAGE:146360	R79514	R79243	R79514,R79243
1454	 ESTs Chr.2 [146238, (IW), 5':R79036, 3':R78937]	IMAGE:146238	R79036	R78937	R79036,R78937
1455	 Human protein kinase (MLK-3) mRNA, complete cds Chr.11 [146868, (RW), 5':R80979, 3':R80779]	IMAGE:146868	R80979	R80779	R80979,R80779
1456	FPRL1 Formyl peptide receptor-like 1 Chr.19 [146605, (IRW), 5':R80041, 3':R79948]	IMAGE:146605	R80041	R79948	R80041,R79948
1457	FUT4 Fucosyltransferase 4 (alpha (1,3) fucosyltransferase, myeloid-specific) Chr.11 [146597, (IW), 5':R80037, 3':R79944]	IMAGE:146597	R80037	R79944	R80037,R79944
1458	 GRANCALCIN Chr.2 [146655, (DW), 5':R80070, 3':R79972]	IMAGE:146655	R80070	R79972	R80070,R79972
1459	 ESTs Chr.6 [146757, (IW), 5':R80585, 3':R80586]	IMAGE:146757	R80585	R80586	R80585,R80586
1460	SID  146586,  [5':R81097, 3':R81098]	IMAGE:146586	R81097	R81098	R81097,R81098
1461	 ESTs Chr.6 [146640, (I), 5':R80056, 3':R79962]	IMAGE:146640	R80056	R79962	R80056,R79962
1462	SID W 146857, Human mRNA for KIAA0351 gene, complete cds [5':R80981, 3':R80781]	IMAGE:146857	R80981	R80781	R80981,R80781
1463	SID  146790, ESTs [5':R80447, 3':R80650]	IMAGE:146790	R80447	R80650	R80447,R80650
1464	 ESTs Chr.9 [146687, (IW), 5':R80551, 3':R80552]	IMAGE:146687	R80551	R80552	R80551,R80552
1465	 Homo sapiens alpha 1,2-mannosidase IB mRNA, complete cds Chr.1 [146796, (EW), 5':R80450, 3':R80653]	IMAGE:146796	R80450	R80653	R80450,R80653
1466	SID  146695,  [5':R80289, 3':R80188]	IMAGE:146695	R80289	R80188	R80289,R80188
1467	PTGS2 Prostaglandin-endoperoxide synthase 2 (prostaglandin G/H synthase and cyclooxygenase) Chr.1 [147050, (DIRW), 5':R80322, 3':R80217]	IMAGE:147050	R80322	R80217	R80322,R80217
1468	MDM2 Mouse double minute 2, human homolog of; p53-binding protein Chr.12 [147075, (RW), 5':R80343, 3':R80235]	IMAGE:147075	R80343	R80235	R80343,R80235
1469	 ESTs Chr.7 [147086, (I), 5':R80341, 3':R80233]	IMAGE:147086	R80341	R80233	R80341,R80233
1470	 ESTs Chr.1 [147153, (IW), 5':R80496, 3':R80390]	IMAGE:147153	R80496	R80390	R80496,R80390
1471	SID  147039, ESTs [5':R80125, 3':R80014]	IMAGE:147039	R80125	R80014	R80125,R80014
1472	 ESTs Chr.2 [147098, (IW), 5':R80351, 3':R80241]	IMAGE:147098	R80351	R80241	R80351,R80241
1473	  Chr. [146967, (I), 5':R80085, 3':R79984]	IMAGE:146967	R80085	R79984	R80085,R79984
1474	 ESTs Chr.8 [147133, (I), 5':R80378, 3':R80264]	IMAGE:147133	R80378	R80264	R80378,R80264
1475	 ESTs Chr.16 [146962, (IW), 5':R80076, 3':R79977]	IMAGE:146962	R80076	R79977	R80076,R79977
1476	 Human mRNA for KIAA0033 gene, partial cds Chr.11 [147680, (IEW), 5':R81911, 3':R81807]	IMAGE:147680	R81911	R81807	R81911,R81807
1477	SID W 147558, Homo sapiens cytochrome c oxidase assembly protein COX11 (COX11) mRNA, complete cds [5':R81440, 3':R81643]	IMAGE:147558	R81440	R81643	R81440,R81643
1478	  Chr. [147705, (I), 5':R81932, 3':R81826]	IMAGE:147705	R81932	R81826	R81932,R81826
1479	  Chr. [147670, (I), 5':R81230, 3':R81231]	IMAGE:147670	R81230	R81231	R81230,R81231
1480	SID  147338, ESTs [5':, 3':H01302]	IMAGE:147338		H01302	H01302
1481	 ESTs Chr.3 [147473, (IW), 5':R81389, 3':R81390]	IMAGE:147473	R81389	R81390	R81389,R81390
1482	SID W 147447, ESTs, Highly similar to F11 antigen [H.sapiens] [5':R81277, 3':R81173]	IMAGE:147447	R81277	R81173	R81277,R81173
1483	 Human Chromosome 16 BAC clone CIT987SK-A-363E6 Chr.16 [147637, (DIW), 5':R81891, 3':R81788]	IMAGE:147637	R81891	R81788	R81891,R81788
1484	SID W 147979, ER LUMEN PROTEIN RETAINING RECEPTOR 2 [5':H13132, 3':H13133]	IMAGE:147979	H13132	H13133	H13132,H13133
1485	SID W 147744, Cyclin-dependent kinase inhibitor 1C (p57, Kip2) [5':R81586, 3':R81336]	IMAGE:147744	R81586	R81336	R81586,R81336
1486	SID W 147923, ESTs, Weakly similar to !!!! ALU SUBFAMILY J WARNING ENTRY !!!! [H.sapiens] [5':R81986, 3':R82040]	IMAGE:147923	R81986	R82040	R81986,R82040
1487	 Human FEZ2 mRNA, partial cds Chr.2 [147734, (I), 5':R81579, 3':R81328]	IMAGE:147734	R81579	R81328	R81579,R81328
1488	 ESTs Chr.8 [147790, (IW), 5':R81701, 3':R81702]	IMAGE:147790	R81701	R81702	R81701,R81702
1489	SID  148420, Homo sapiens p21 activated kinase 1B (PAK1B) mRNA, complete cds [5':H12359, 3':H12306]	IMAGE:148420	H12359	H12306	H12359,H12306
1490	 Human fetus brain mRNA for membrane glycoprotein M6, complete cds Chr.4 [148435, (IEW), 5':H12417, 3':H12418]	IMAGE:148435	H12417	H12418	H12417,H12418
1491	 ESTs Chr.11 [148440, (I), 5':H12370, 3':H12318]	IMAGE:148440	H12370	H12318	H12370,H12318
1492	 H.sapiens mRNA for UDP-GalNAc:polypeptide N-acetylgalactosaminyl transferase Chr.2 [148225, (IRW), 5':H13738, 3':H13688]	IMAGE:148225	H13738	H13688	H13738,H13688
1493	 ESTs Chr.1 [148296, (I), 5':H13041, 3':H13251]	IMAGE:148296	H13041	H13251	H13041,H13251
1494	SID  148408,  [5':H12396, 3':H12397]	IMAGE:148408	H12396	H12397	H12396,H12397
1495	SID W 148718, Cholinergic receptor, nicotinic, epsilon polypeptide [5':H12809, 3':H12765]	IMAGE:148718	H12809	H12765	H12809,H12765
1496	SID  148853, ESTs, Weakly similar to T12D8.i [C.elegans] [5':, 3':H13452]	IMAGE:148853		H13452	H13452
1497	SID W 148634, ESTs [5':H12670, 3':H12620]	IMAGE:148634	H12670	H12620	H12670,H12620
1498	 ESTs Chr.13 [148526, (IW), 5':H12504, 3':H12456]	IMAGE:148526	H12504	H12456	H12504,H12456
1499	 ESTs Chr.21 [148716, (IW), 5':H12808, 3':H12764]	IMAGE:148716	H12808	H12764	H12808,H12764
1500	 ESTs, Moderately similar to !!!! ALU SUBFAMILY SQ WARNING ENTRY !!!! [H.sapiens] Chr.5 [148759, (EW), 5':H12843, 3':H12783]	IMAGE:148759	H12843	H12783	H12843,H12783
1501	 ESTs Chr.11 [148609, (I), 5':H12662, 3':H12612]	IMAGE:148609	H12662	H12612	H12662,H12612
1502	 ESTs Chr.2 [148656, (I), 5':H12684, 3':H12631]	IMAGE:148656	H12684	H12631	H12684,H12631
1503	 ESTs Chr.14 [148865, (IW), 5':H13561, 3':H13562]	IMAGE:148865	H13561	H13562	H13561,H13562
1504	 ESTs Chr.6 [149145, (IEW), 5':R82425, 3':R82366]	IMAGE:149145	R82425	R82366	R82425,R82366
1505	 Human syntaxin 7 mRNA, complete cds Chr.6 [149188, (IW), 5':R82540, 3':R82488]	IMAGE:149188	R82540	R82488	R82540,R82488
1506	SID  149069, EST [5':R82380, 3':R82333]	IMAGE:149069	R82380	R82333	R82380,R82333
1507	  Chr. [148997, (I), 5':R82240, 3':R82191]	IMAGE:148997	R82240	R82191	R82240,R82191
1508	 ESTs Chr.5 [149032, (IW), 5':R82302, 3':R82303]	IMAGE:149032	R82302	R82303	R82302,R82303
1509	  Chr. [149467, (I), 5':H00249, 3':H00250]	IMAGE:149467	H00249	H00250	H00249,H00250
1510	 H.sapiens mRNA for TRAMP protein Chr.8 [149355, (IEW), 5':H01598, 3':H01495]	IMAGE:149355	H01598	H01495	H01598,H01495
1511	 Human chromosome 18 Mad homolog JV18-1 mRNA, complete cds Chr.18 [149335, (EW), 5':R82726, 3':R82670]	IMAGE:149335	R82726	R82670	R82726,R82670
1512	 ESTs Chr.6 [149380, (IW), 5':H01607, 3':H01502]	IMAGE:149380	H01607	H01502	H01607,H01502
1513	 ESTs Chr.1 [149477, (E), 5':H00210, 3':H00168]	IMAGE:149477	H00210	H00168	H00210,H00168
1514	 ESTs Chr.17 [149395, (I), 5':, 3':H04387]	IMAGE:149395		H04387	H04387
1515	ESTs  Chr. [149595, (I), 5':H00367, 3':H00319]	IMAGE:149595	H00367	H00319	H00367,H00319
1516	  Chr. [149597, (I), 5':H00368, 3':H00320]	IMAGE:149597	H00368	H00320	H00368,H00320
1517	 ESTs Chr.2 [149542, (DW), 5':H00283, 3':H00284]	IMAGE:149542	H00283	H00284	H00283,H00284
1518	 ESTs Chr.4 [149502, (IW), 5':H00218, 3':H00172]	IMAGE:149502	H00218	H00172	H00218,H00172
1519	SELL Selectin L (lymphocyte adhesion molecule 1) Chr.1 [149910, (IRW), 5':H00756, 3':H00662]	IMAGE:149910	H00756	H00662	H00756,H00662
1520	 ESTs Chr.17 [149883, (IW), 5':H00747, 3':H00656]	IMAGE:149883	H00747	H00656	H00747,H00656
1521	 ESTs Chr.X [149766, (I), 5':R82747, 3':H00599]	IMAGE:149766	R82747	H00599	R82747,H00599
1522	  Chr. [149927, (I), 5':H01108, 3':H01109]	IMAGE:149927	H01108	H01109	H01108,H01109
1523	SID  149887,  [5':H00749, 3':H00657]	IMAGE:149887	H00749	H00657	H00749,H00657
1524	SID W 149863, ESTs [5':H00735, 3':H00647]	IMAGE:149863	H00735	H00647	H00735,H00647
1525	SID  149794, ESTs [5':R82764, 3':H00613]	IMAGE:149794	R82764	H00613	R82764,H00613
